id,paragraph_1,kg_1,paragraph_2,kg_2
332,"a new castle county woman has become the first delaware patient to contract the west nile virus this year , the state 's department of health reported .","[[""New_Castle_County_Woman"", ""contracted"", ""West_Nile_Virus""], [""New_Castle_County_Woman"", ""resident_of"", ""Delaware""], [""Delaware_Department_of_Health"", ""reported"", ""West_Nile_Virus_case""], [""New_Castle_County_Woman"", ""first_patient"", ""Delaware""], [""West_Nile_Virus"", ""found_in"", ""Delaware""]]","a 62-year-old west babylon man has contracted the west nile virus , the first human case in suffolk county this year , according to the county health department .","[[""West_Babylon_Man"", ""contracted"", ""West_Nile_Virus""], [""West_Babylon_Man"", ""age"", ""62""], [""West_Babylon_Man"", ""resident_of"", ""Suffolk_County""], [""Suffolk_County_Health_Department"", ""reported"", ""West_Nile_Virus_case""], [""West_Babylon_Man"", ""first_human_case"", ""Suffolk_County""]]"
333,the woman picked up the kangaroo .,"[[""woman"", ""picked_up"", ""kangaroo""]]",a woman picks up a baby kangaroo .,"[[""woman"", ""picks_up"", ""baby_kangaroo""]]"
334,a physical portion of all or part of a natural object that is collected and preserved as an example of its class or total .,"[[""physical_portion"", ""part_of"", ""natural_object""], [""physical_portion"", ""collected_as"", ""example""], [""physical_portion"", ""preserved_as"", ""example""], [""example"", ""representing"", ""class""], [""example"", ""representing"", ""total""]]",all or part of a natural object that is collected and preserved as an example of its class .,"[[""natural_object"", ""collected_as"", ""example""], [""natural_object"", ""preserved_as"", ""example""], [""example"", ""representing"", ""class""]]"
335,a person is slicing onions .,"[[""person"", ""is_slicing"", ""onions""]]",a person is peeling an onion .,"[[""person"", ""is_peeling"", ""onion""]]"
336,the dead woman was also wearing a ring and a cartier watch .,"[[""dead_woman"", ""wearing"", ""ring""], [""dead_woman"", ""wearing"", ""Cartier_watch""]]",""" it 's a blond-haired woman wearing a cartier watch on her wrist , "" the source said .","[[""blond-haired_woman"", ""wearing"", ""Cartier_watch""], [""Cartier_watch"", ""located_on"", ""wrist""]]"
337,"the 30-year bond us30yt = rr jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .","[[""us30yt"", ""type"", ""30-year_bond""], [""us30yt"", ""changed_by"", ""20/32""], [""us30yt"", ""initial_yield"", ""4.18_percent""], [""us30yt"", ""final_yield"", ""4.14_percent""]]",the 30-year bond us30yt = rr dipped 14 / 32 for a yield of 4.26 percent from 4.23 percent .,"[[""us30yt"", ""type"", ""30-year_bond""], [""us30yt"", ""changed_by"", ""14/32""], [""us30yt"", ""initial_yield"", ""4.23_percent""], [""us30yt"", ""final_yield"", ""4.26_percent""]]"
338,the securities and exchange commission has also initiated an informal probe of coke .,"[[""Securities_and_Exchange_Commission"", ""initiated_informal_probe_of"", ""Coke""]]",that federal investigation is separate from an informal inquiry by the securities and exchange commission .,"[[""Federal_investigation"", ""separate_from"", ""informal_inquiry""], [""informal_inquiry"", ""conducted_by"", ""Securities_and_Exchange_Commission""]]"
339,"that compares with a profit of $ 1 million , or breakeven , on $ 1.39 billion in revenue during the same period last year .","[[""current_period"", ""profit"", ""$1_million""], [""current_period"", ""revenue"", ""$1.39_billion""], [""last_year"", ""profit"", ""breakeven""], [""last_year"", ""revenue"", ""$1.39_billion""], [""current_period"", ""compared_to"", ""last_year""]]","total revenue for the second quarter was $ 1.48 billion , up 7 % from $ 1.39 billion in the same period last year .","[[""second_quarter"", ""total_revenue"", ""$1.48_billion""], [""second_quarter"", ""revenue_increase"", ""7%""], [""last_year"", ""revenue"", ""$1.39_billion""], [""second_quarter"", ""compared_to"", ""last_year""]]"
340,three no votes would kill it for now .,"[[""three_no_votes"", ""would_kill"", ""it""], [""three_no_votes"", ""time_period"", ""now""]]",it would take three votes to kill the acc 's expansion .,"[[""three_votes"", ""would_kill"", ""acc_expansion""], [""acc_expansion"", ""type_of"", ""expansion""]]"
341,"the broader standard & poor 's 500 index .spx advanced 2 points , or 0.24 percent , to 977 .","[[""Standard_&_Poor\""s_500_Index"", ""advanced"", ""2_points""], [""Standard_&_Poor\""s_500_Index"", ""advanced_percentage"", ""0.24_percent""], [""Standard_&_Poor\""s_500_Index"", ""closed_at"", ""977""]]","the nasdaq composite index .ixic was off 6.52 points , or 0.39 percent , at 1,645.66 .","[[""Nasdaq_Composite_Index"", ""decreased"", ""6.52_points""], [""Nasdaq_Composite_Index"", ""decreased_percentage"", ""0.39_percent""], [""Nasdaq_Composite_Index"", ""closed_at"", ""1645.66""]]"
342,angle with a hook and line and draw through water,"[[""angle"", ""has"", ""hook""], [""angle"", ""has"", ""line""], [""line"", ""drawn_through"", ""water""], [""angle"", ""drawn_through"", ""water""]]",angle with a hook and line drawn through the water .,"[[""angle"", ""has"", ""hook""], [""angle"", ""has"", ""line""], [""line"", ""drawn_through"", ""water""], [""angle"", ""drawn_through"", ""water""]]"
343,a man is opening a door .,"[[""man"", ""is_opening"", ""door""]]",a man is playing a guitar .,"[[""man"", ""is_playing"", ""guitar""]]"
344,the polar bear is sliding on the snow .,"[[""polar_bear"", ""sliding_on"", ""snow""]]",a polar bear is sliding across the snow .,"[[""polar_bear"", ""sliding_across"", ""snow""]]"
345,"flow , as of liquids","[[""flow"", ""related_to"", ""liquids""]]","reduce or cause to be reduced from a solid to a liquid state , usually by heating .","[[""reduce"", ""causes"", ""state_change""], [""state_change"", ""from"", ""solid""], [""state_change"", ""to"", ""liquid""], [""reduce"", ""method"", ""heating""]]"
346,it then appointed a task force to formulate the necessary changes in tax and spending policies .,"[[""it"", ""appointed"", ""task_force""], [""task_force"", ""formulate"", ""changes_in_tax_policies""], [""task_force"", ""formulate"", ""changes_in_spending_policies""]]",it has appointed a working group responsible for drawing the necessary changes to bring to public expenditure and fiscal policies .,"[[""it"", ""appointed"", ""working_group""], [""working_group"", ""responsible_for"", ""drawing_changes""], [""working_group"", ""drawing_changes_to"", ""public_expenditure""], [""working_group"", ""drawing_changes_to"", ""fiscal_policies""]]"
347,the woman picked up the kangaroo .,"[[""woman"", ""picked_up"", ""kangaroo""]]",a woman is carrying a kangaroo .,"[[""woman"", ""carrying"", ""kangaroo""]]"
348,measure the depth of a body of water,"[[""body_of_water"", ""measured_for"", ""depth""]]",measure the depth of ( a body of water ) with a sounding line .,"[[""body_of_water"", ""measured_for"", ""depth""], [""body_of_water"", ""measured_with"", ""sounding_line""]]"
349,the animal is eating .,"[[""animal"", ""is_eating"", ""something""]]",a woman is dancing .,"[[""woman"", ""is_dancing"", ""none""]]"
350,there must be a balance as a whole .,"[[""balance"", ""required_for"", ""whole""]]",the whole must be balanced .,"[[""whole"", ""must_be"", ""balanced""]]"
351,a continuous horizontal layer of brick,"[[""continuous_horizontal_layer"", ""made_of"", ""brick""]]",( construction ) a layer of masonry .,"[[""layer"", ""type"", ""masonry""]]"
352,define ; determine essential qualities of,[],determine the essential quality of .,[]
353,the political stock market,"[[""political_stock_market"", ""is"", ""market""], [""political_stock_market"", ""related_to"", ""politics""]]",politicization of the securities markets,"[[""securities_markets"", ""affected_by"", ""politicization""], [""politicization"", ""of"", ""securities_markets""]]"
354,the hedgehog chewed on the towel .,"[[""hedgehog"", ""chewed_on"", ""towel""]]",a hedgehog is biting at a blanket .,"[[""hedgehog"", ""biting_at"", ""blanket""]]"
355,ride ( a bicycle or motorcycle ),"[[""bicycle"", ""ride"", ""bicycle""], [""motorcycle"", ""ride"", ""motorcycle""]]",ride a motorcycle .,"[[""motorcycle"", ""ride"", ""motorcycle""]]"
356,"dunlap won both the swimsuit competition and the talent portion of the competition , singing "" if i could . ""","[[""dunlap"", ""won"", ""swimsuit_competition""], [""dunlap"", ""won"", ""talent_portion""], [""dunlap"", ""performed"", ""singing""], [""dunlap"", ""sang"", ""if_i_could""]]","she won the talent portion singing "" if i could "" and also won in evening wear .","[[""she"", ""won"", ""talent_portion""], [""she"", ""performed"", ""singing""], [""she"", ""sang"", ""if_i_could""], [""she"", ""won"", ""evening_wear""]]"
357,"shares of mandalay closed down eight cents to $ 29.42 , before the earnings were announced .","[[""Mandalay"", ""shares_closed_at"", ""29.42""], [""Mandalay"", ""shares_decreased_by"", ""8_cents""]]",shares of mandalay closed down 8 cents at $ 29.42 thursday .,"[[""Mandalay"", ""shares_closed_at"", ""29.42""], [""Mandalay"", ""shares_decreased_by"", ""8_cents""], [""Mandalay_shares_closed"", ""on_day"", ""Thursday""]]"
358,reduce to small pieces by pounding or abrading,"[[""pounding"", ""used_for"", ""reduce_to_small_pieces""], [""abrading"", ""used_for"", ""reduce_to_small_pieces""]]",reduce to small pieces or particles by pounding or abrading .,"[[""pounding"", ""used_for"", ""reduce_to_small_pieces""], [""abrading"", ""used_for"", ""reduce_to_small_pieces""], [""pounding_or_abrading"", ""alternative_to"", ""reduce_to_small_particles""]]"
359,"between 1993 and 2002 , 142 allegations of sexual assault were reported .","[[""allegations_of_sexual_assault"", ""reported_between"", ""1993""], [""allegations_of_sexual_assault"", ""reported_between"", ""2002""], [""allegations_of_sexual_assault"", ""total_number"", ""142""]]","from 1993 to 2002 , there were 142 reported sexual assaults at the academy .","[[""sexual_assaults"", ""reported_between"", ""1993""], [""sexual_assaults"", ""reported_between"", ""2002""], [""sexual_assaults"", ""total_number"", ""142""], [""sexual_assaults"", ""location"", ""academy""]]"
360,emit or cause to emit noise,"[[""noise"", ""emit_by"", ""entity""], [""entity"", ""cause_to"", ""noise""], [""entity"", ""emit"", ""noise""]]",make a certain noise or sound .,"[[""sound"", ""made_by"", ""entity""], [""entity"", ""make"", ""certain_noise""], [""entity"", ""produce"", ""sound""]]"
361,"under kansas law , it is illegal for children under the age of 16 to have sexual relations .","[[""Kansas"", ""has_law"", ""law_against_sexual_relations_under_16""], [""law_against_sexual_relations_under_16"", ""prohibits"", ""sexual_relations""], [""sexual_relations"", ""involves"", ""children_under_16""], [""children_under_16"", ""age_limit"", ""16""]]","in the opinion , kline noted that it is illegal for children that young to have sexual relations .","[[""Kline"", ""expressed_opinion"", ""opinion_on_sexual_relations""], [""opinion_on_sexual_relations"", ""states"", ""sexual_relations_illegal_for_young_children""], [""sexual_relations_illegal_for_young_children"", ""applies_to"", ""children""], [""children"", ""age_limit"", ""young""]]"
362,a man is buttering a piece of bread .,"[[""man"", ""is_buttering"", ""piece_of_bread""], [""man"", ""performing_action_on"", ""bread""], [""piece_of_bread"", ""being_buttered_by"", ""man""], [""man"", ""using"", ""butter""]]",a slow loris hanging on a cord .,"[[""slow_loris"", ""hanging_on"", ""cord""], [""cord"", ""supporting"", ""slow_loris""], [""slow_loris"", ""performing_action"", ""hanging""]]"
363,the men are playing cricket .,"[[""men"", ""playing"", ""cricket""]]",the men are playing basketball .,"[[""men"", ""playing"", ""basketball""]]"
364,"there are now 37 active probable cases in the gta , compared with 70 cases on june 6 .","[[""GTA"", ""has"", ""37_active_probable_cases""], [""37_active_probable_cases"", ""compared_to"", ""70_cases""], [""70_cases"", ""occurred_on"", ""June_6""]]","and , globally , the number of active probable cases has declined to 573 .","[[""Globally"", ""has"", ""573_active_probable_cases""], [""Globally"", ""experienced"", ""decline_in_active_probable_cases""]]"
366,"barbini 's comments came tuesday , the second day of the ministerial conference and expo on agricultural science and technology .","[[""barbini"", ""made_comments_on"", ""Tuesday""], [""Tuesday"", ""day_of"", ""ministerial_conference_and_expo_on_agricultural_science_and_technology""], [""ministerial_conference_and_expo_on_agricultural_science_and_technology"", ""has_day"", ""2""], [""barbini"", ""commented_during"", ""ministerial_conference_and_expo_on_agricultural_science_and_technology""]]",u.s. agriculture secretary ann veneman kicks off the three-day ministerial conference and expo on agricultural science and technology on monday .,"[[""ann_veneman"", ""occupation"", ""U.S._Agriculture_Secretary""], [""ann_veneman"", ""kicked_off"", ""ministerial_conference_and_expo_on_agricultural_science_and_technology""], [""ministerial_conference_and_expo_on_agricultural_science_and_technology"", ""started_on"", ""Monday""], [""ministerial_conference_and_expo_on_agricultural_science_and_technology"", ""has_duration"", ""3_days""], [""ann_veneman"", ""initiated_on"", ""Monday""]]"
367,a stiffener in a garment,"[[""stiffener"", ""located_in"", ""garment""]]",( nautical ) brace consisting of a heavy rope or wire cable used as a support for a mast or spar .,"[[""brace"", ""consists_of"", ""heavy_rope""], [""brace"", ""consists_of"", ""wire_cable""], [""brace"", ""used_as"", ""support""], [""support"", ""for"", ""mast""], [""support"", ""for"", ""spar""]]"
368,a woman is cutting tofu .,"[[""woman"", ""cutting"", ""tofu""]]",a woman is cutting an onion .,"[[""woman"", ""cutting"", ""onion""]]"
369,"depict or portray in art , words , or model","[[""art"", ""used_for"", ""depict""], [""words"", ""used_for"", ""portray""], [""model"", ""used_for"", ""portray""]]",create an image or likeness of .,"[[""image"", ""created_of"", ""likeness""], [""create"", ""results_in"", ""image""], [""create"", ""results_in"", ""likeness""]]"
370,that provision could open the door wide to arbitrariness .,"[[""provision"", ""could_open"", ""door""], [""door"", ""open_to"", ""arbitrariness""]]",this point of the regulations opens the door to the arbitrary one .,"[[""point_of_regulations"", ""opens"", ""door""], [""door"", ""open_to"", ""arbitrary_one""]]"
371,he proposed a system under which it would take fewer and fewer votes to overcome a filibuster .,"[[""he"", ""proposed"", ""system""], [""system"", ""designed_to"", ""overcome_filibuster""], [""system"", ""characterized_by"", ""fewer_votes""], [""he"", ""suggested"", ""voting_system""]]",frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations .,"[[""frist"", ""proposed"", ""process""], [""process"", ""designed_to"", ""overcome_filibusters""], [""process"", ""characterized_by"", ""fewer_votes""], [""process"", ""applies_to"", ""judicial_confirmations""], [""frist"", ""proposed_process_for"", ""final_votes""]]"
372,"fbi agents arrested a former partner of big four accounting firm ernst & young erny.ul on criminal charges of obstructing federal investigations , u.s. officials said on thursday .","[[""FBI_Agents"", ""arrested"", ""Former_Partner_of_Ernst_&_Young""], [""Former_Partner_of_Ernst_&_Young"", ""former_partner_of"", ""Ernst_&_Young""], [""Former_Partner_of_Ernst_&_Young"", ""charged_with"", ""Obstructing_Federal_Investigations""], [""Obstructing_Federal_Investigations"", ""investigated_by"", ""US_Officials""], [""Arrest"", ""occurred_on"", ""Thursday""]]",a former partner of accountancy firm ernst & young was yesterday arrested by fbi agents in the us on charges of obstructing federal investigations .,"[[""FBI_Agents"", ""arrested"", ""Former_Partner_of_Ernst_&_Young""], [""Former_Partner_of_Ernst_&_Young"", ""former_partner_of"", ""Ernst_&_Young""], [""Former_Partner_of_Ernst_&_Young"", ""charged_with"", ""Obstructing_Federal_Investigations""], [""FBI_Agents"", ""located_in"", ""US""], [""Arrest"", ""occurred_on"", ""Yesterday""]]"
373,people flip into a swimming pool .,"[[""people"", ""flip_into"", ""swimming_pool""]]",men are falling into a pool .,"[[""men"", ""fall_into"", ""pool""]]"
374,i am one of those members who attends sittings quite faithfully .,"[[""I"", ""member_of"", ""members""], [""I"", ""attend"", ""sittings""]]",i am one of the members of parliament who are rather present .,"[[""I"", ""member_of"", ""members_of_parliament""], [""I"", ""present_at"", ""parliament""]]"
375,be the deciding factor in a state of affairs or an outcome,"[[""deciding_factor"", ""be_in"", ""state_of_affairs""], [""deciding_factor"", ""be_in"", ""outcome""]]",shape or influence ; give direction to .,"[[""shape_or_influence"", ""give_direction_to"", ""outcome""], [""entity"", ""shape_or_influence"", ""direction""]]"
376,a man is lifting weights in a garage .,"[[""man"", ""located_in"", ""garage""], [""man"", ""action"", ""lifting_weights""]]",a man is lifting weights .,"[[""man"", ""action"", ""lifting_weights""]]"
377,"yesterday , shares closed up 29 cents , or 0.54 percent , at $ 54.32 .","[[""shares"", ""closed_at"", ""$54.32""], [""shares"", ""increased_by"", ""29_cents""], [""shares"", ""percentage_increase"", ""0.54_percent""], [""shares"", ""closed_on"", ""yesterday""]]","amazon 's shares yesterday closed at $ 54.32 on the nasdaq stock market , up 29 cents .","[[""amazon"", ""has_shares"", ""shares""], [""shares"", ""closed_at"", ""$54.32""], [""shares"", ""traded_on"", ""nasdaq_stock_market""], [""shares"", ""increased_by"", ""29_cents""], [""shares"", ""closed_on"", ""yesterday""]]"
378,""" it was brazen intimidation to keep people on the reservation , "" said a republican who attended but did not want to be named .","[[""Republican"", ""attended"", ""meeting""], [""meeting"", ""location"", ""reservation""], [""Republican"", ""experienced"", ""intimidation""]]",""" it was a brazen attempt at intimidation , "" said a republican legislator who attended the meeting .","[[""Republican_legislator"", ""attended"", ""meeting""], [""Republican_legislator"", ""witnessed"", ""intimidation""], [""intimidation"", ""characterized_as"", ""brazen_attempt""]]"
379,move about in a confused or purposeless manner .,"[[""move"", ""happens_in"", ""confused_manner""], [""move"", ""happens_in"", ""purposeless_manner""]]",move about in a confused manner .,"[[""move"", ""happens_in"", ""confused_manner""]]"
380,it increases the power of the big countries at the expense of the small countries .,"[[""big_countries"", ""gain_power_at_expense_of"", ""small_countries""]]",has the effect of increasing the power of the large countries at the expense of the smaller countries .,"[[""large_countries"", ""gain_power_at_expense_of"", ""smaller_countries""]]"
381,"contrary to what peoplesoft management would have you believe , oracle intends to fully support peoplesoft customers and products for many years to come . ""","[[""Oracle"", ""intends_to_support"", ""Peoplesoft_customers""], [""Oracle"", ""intends_to_support"", ""Peoplesoft_products""], [""Peoplesoft_management"", ""made_contention"", ""about_Oracle_support""], [""Oracle"", ""will_support_for"", ""many_years""]]","ellison said that contrary to the contentions of peoplesoft management , oracle intends to "" fully support peoplesoft customers and products "" for many years to come .","[[""Ellison"", ""said"", ""statement""], [""Ellison"", ""contradicts"", ""Peoplesoft_management""], [""Oracle"", ""intends_to_support"", ""Peoplesoft_customers""], [""Oracle"", ""intends_to_support"", ""Peoplesoft_products""], [""Peoplesoft_management"", ""made_contention"", ""about_Oracle_support""], [""Oracle"", ""will_support_for"", ""many_years""]]"
382,a man is mowing a lawn .,"[[""man"", ""mowing"", ""lawn""]]",a woman is cutting a lemon .,"[[""woman"", ""cutting"", ""lemon""]]"
383,a man is crushing garlic with the back of a knife .,"[[""man"", ""is_crushing"", ""garlic""], [""man"", ""using"", ""knife""], [""knife"", ""used_for"", ""crushing_garlic""], [""garlic"", ""being_crushed_by"", ""man""], [""knife"", ""has_part"", ""back""], [""man"", ""crushing_with"", ""back_of_knife""]]",a woman is slicing meat with a knife .,"[[""woman"", ""is_slicing"", ""meat""], [""woman"", ""using"", ""knife""], [""knife"", ""used_for"", ""slicing_meat""], [""meat"", ""being_sliced_by"", ""woman""]]"
384,people are playing baseball .,"[[""people"", ""playing"", ""baseball""]]",the cricket player hit the ball .,"[[""cricket_player"", ""hit"", ""ball""]]"
96,then perhaps we could have avoided a catastrophe .,[],perhaps we should have been able to prevent a disaster .,[]
119,forcefully request,[],request urgently and forcefully .,[]
147,change one for another,[],"give to , and receive from , one another .",[]
149,then perhaps we could have avoided a catastrophe .,"[[""catastrophe"", ""could_have_been_avoided"", ""catastrophe""]]",we would perhaps have been able to then avoid a disaster .,"[[""disaster"", ""could_have_been_avoided"", ""disaster""]]"
186,then perhaps we could have avoided a catastrophe .,[],we maybe then could have avoided a catastrophe .,[]
293,fill with high spirits,"[[""TEXT_1"", ""contains"", ""high_spirits""]]",fill with high spirits ; fill with optimism .,"[[""TEXT_2"", ""contains"", ""high_spirits""], [""TEXT_2"", ""contains"", ""optimism""]]"
352,define ; determine essential qualities of,[],determine the essential quality of .,[]
365,a europe for all,[],a europe for all,[]
385,that provision could open the door wide to arbitrariness .,"[[""provision"", ""could_open"", ""door""], [""door"", ""opens_to"", ""arbitrariness""]]",this point in the regulation opens the door to the arbitrary .,"[[""regulation"", ""opens"", ""door""], [""door"", ""opens_to"", ""arbitrary""]]"
386,settlement of people distant from their homeland,"[[""settlement"", ""consists_of"", ""people""], [""people"", ""distant_from"", ""homeland""]]",a body of people who settle far from home but maintain ties with their homeland ; inhabitants remain nationals of their home state but are not literally under the home state 's system of government .,"[[""body_of_people"", ""settles"", ""far_from_home""], [""body_of_people"", ""maintain_ties_with"", ""homeland""], [""inhabitants"", ""remain"", ""nationals_of_home_state""], [""inhabitants"", ""not_under"", ""home_state_system_of_government""], [""inhabitants"", ""citizen_of"", ""home_state""]]"
387,a man puts seasoning in a bowl of water .,"[[""man"", ""puts"", ""seasoning""], [""seasoning"", ""in"", ""bowl_of_water""], [""bowl_of_water"", ""contains"", ""water""]]",the man added seasoning to water in a bowl .,"[[""man"", ""added"", ""seasoning""], [""seasoning"", ""added_to"", ""water""], [""water"", ""in"", ""bowl""], [""man"", ""added_seasoning_to"", ""bowl""]]"
388,a man playing the guitar .,"[[""man"", ""playing"", ""guitar""]]",a woman is painting her lips .,"[[""woman"", ""painting"", ""lips""]]"
389,take in marriage ; perform a marriage ceremony,"[[""marriage"", ""performed_by"", ""ceremony""], [""ceremony"", ""relation"", ""marriage""], [""marriage_ceremony"", ""involves"", ""marriage""]]",take in marriage .,[]
390,what we are witnessing today is a shift from a muslim identity to an islamist identity .,"[[""today"", ""witnessing"", ""shift""], [""shift"", ""from"", ""muslim_identity""], [""shift"", ""to"", ""islamist_identity""]]",today we are to change a muslim identity for islamic identity .,"[[""today"", ""changing"", ""muslim_identity""], [""muslim_identity"", ""changed_to"", ""islamic_identity""]]"
391,a woman is riding a horse along a perimeter .,"[[""woman"", ""riding"", ""horse""], [""woman"", ""located_along"", ""perimeter""], [""horse"", ""located_along"", ""perimeter""]]",a dog is riding a skateboard .,"[[""dog"", ""riding"", ""skateboard""]]"
392,a competitor most likely to win,"[[""competitor"", ""likely_to"", ""win""]]",a competitor thought likely to win .,"[[""competitor"", ""thought_likely_to"", ""win""]]"
393,a quantity of something,[],a quantity of money .,[]
394,fail in strength or health and cease to funtion,"[[""strength"", ""related_to"", ""health""], [""health"", ""affects"", ""function""], [""function"", ""ceases"", ""when_failed""]]","break down , literally or metaphorically .","[[""break_down"", ""can_be"", ""literal""], [""break_down"", ""can_be"", ""metaphorical""]]"
395,domesticated animals kept for use or profit,"[[""domesticated_animals"", ""kept_for"", ""use""], [""domesticated_animals"", ""kept_for"", ""profit""]]",a special variety of domesticated animals within a species .,"[[""special_variety"", ""type_of"", ""domesticated_animals""], [""special_variety"", ""within"", ""species""], [""domesticated_animals"", ""type"", ""special_variety""]]"
396,a man is dieing in an operating room .,"[[""man"", ""dying_in"", ""operating_room""]]",a man is kissing a woman in stage .,"[[""man"", ""kissing"", ""woman""], [""man"", ""located_in"", ""stage""], [""woman"", ""located_in"", ""stage""]]"
397,two men pushed carts through the woods .,"[[""men"", ""pushed"", ""carts""], [""men"", ""pushed_carts_through"", ""woods""], [""carts"", ""pushed_through"", ""woods""], [""men"", ""located_in"", ""woods""]]",two men are pushing carts .,"[[""men"", ""pushing"", ""carts""]]"
398,"the president has fewer powers than it seems , overshadowed particularly by supreme guide ayatollah ali khamenei .","[[""president"", ""has_powers"", ""fewer_powers""], [""president"", ""overshadowed_by"", ""Ayatollah_Ali_Khamenei""], [""Ayatollah_Ali_Khamenei"", ""position"", ""Supreme_Guide""]]","the president has less of capacities than it does not appear to with it , and it particuli � rement is particuli � rement eclipsed by the guide supr � me the ayatollah ali khamenei .","[[""president"", ""has_capacities"", ""less_capacities""], [""president"", ""eclipsed_by"", ""Ayatollah_Ali_Khamenei""], [""Ayatollah_Ali_Khamenei"", ""position"", ""Supreme_Guide""]]"
399,a man is playing a harp .,"[[""man"", ""playing"", ""harp""]]",a man is playing a keyboard .,"[[""man"", ""playing"", ""keyboard""]]"
55,some results are remarkable .,[],some results .,[]
96,then perhaps we could have avoided a catastrophe .,[],perhaps we should have been able to prevent a disaster .,[]
119,forcefully request,[],request urgently and forcefully .,[]
147,change one for another,[],"give to , and receive from , one another .",[]
186,then perhaps we could have avoided a catastrophe .,[],we maybe then could have avoided a catastrophe .,[]
352,define ; determine essential qualities of,[],determine the essential quality of .,[]
365,a europe for all,[],a europe for all,[]
393,a quantity of something,"[[""something"", ""has_quantity"", ""quantity""]]",a quantity of money .,"[[""money"", ""has_quantity"", ""quantity""]]"
55,some results are remarkable .,[],some results .,[]
96,then perhaps we could have avoided a catastrophe .,[],perhaps we should have been able to prevent a disaster .,[]
119,forcefully request,[],request urgently and forcefully .,[]
147,change one for another,[],"give to , and receive from , one another .",[]
186,then perhaps we could have avoided a catastrophe .,[],we maybe then could have avoided a catastrophe .,[]
352,define ; determine essential qualities of,"[[""define"", ""related_to"", ""determine_essential_qualities_of""]]",determine the essential quality of .,"[[""determine"", ""related_to"", ""essential_quality_of""]]"
365,a europe for all,[],a europe for all,[]
